순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분,OTT,Netflix
752.0,노크: 더 하우스,사무엘 보딘,,(주)누리픽쳐스,(주)누리픽쳐스,2023-09-20,개봉영화,장편,미국,92,"22,589,750","2,437","6,250,600",694,공포(호러),15세이상관람가,일반영화,"Watcha, TVING",False
753.0,마마무: 마이콘 더 무비,임재경,드림엔진스튜디오 주식회사,,(주)위즈온센,2023-06-21,개봉영화,장편,한국,21,"48,225,500","2,412","27,647,000","1,383",공연,전체관람가,일반영화,"Watcha, TVING",False
756.0,마크로스 플러스 -무비 에디션-,카와모리 쇼지,,미라지엔터테인먼트,(주)라이크콘텐츠,2023-11-29,개봉영화,장편,일본,43,"20,993,782","2,219","11,466,104","1,173",애니메이션,15세이상관람가,일반영화,Disney Plus,False
761.0,10일간의 애인,,"(주)로드하우스,꿀잼컴퍼니(주)",,(주)그노스,2023-01-12,개봉영화,장편,한국,50,"21,160,996","2,118","10,240,997","1,025",멜로/로맨스,청소년관람불가,일반영화,"wavve, TVING",False
763.0,강남좀비,이수성,㈜리필름,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-01-05,개봉영화,장편,한국,51,"21,235,695","2,098","10,516,298","1,085",드라마,15세이상관람가,일반영화,"wavve, Watcha",False
766.0,울브스 오브 워,자일스 앨더슨,,(주)누리픽쳐스,(주)누리픽쳐스,2023-01-26,개봉영화,장편,영국,50,"20,215,900","2,025","9,598,000",961,액션,15세이상관람가,일반영화,Watcha,False
771.0,극장판 여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다...,이노우에 케이스케,,(주)애니플러스,(주)애니플러스,2024-04-04,개봉영화,장편,일본,43,"17,751,148","1,914","7,947,102",802,애니메이션,전체관람가,일반영화,"wavve, Watcha",False
775.0,귀멸의 칼날: 합동 강화 훈련 개막편,소토자키 하루오,,주식회사 애니맥스브로드캐스팅코리아,주식회사 애니맥스브로드캐스팅코리아,2025-08-01,개봉영화,장편,일본,87,"18,092,300","1,792","4,525,900",444,애니메이션,15세이상관람가,일반영화,"Watcha, TVING",False
778.0,극장판 폴 프린세스!!,에조에 히토미,,동우에이앤이(주),동우에이앤이(주),2024-07-03,개봉영화,장편,일본,35,"16,366,707","1,749","10,799,290","1,119",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
782.0,블랙 워터: 어비스,앤드류 트라우키,,(주)올스타엔터테인먼트,주식회사 원더스튜디오,2023-06-14,개봉영화,장편,호주,56,"14,254,975","1,687","3,656,200",351,액션,15세이상관람가,일반영화,Watcha,False
785.0,수운잡방,최연수,"KBS,(주)아센디오",,와이드 릴리즈(주),2023-12-02,개봉영화,장편,한국,11,"21,709,300","1,655","19,211,600","1,425",드라마,12세이상관람가,일반영화,Watcha,False
794.0,사일런트 나잇,오우삼,,주식회사 풍경소리,이화배컴퍼니(주),2024-07-17,개봉영화,장편,미국,65,"13,712,100","1,531","5,583,700",614,액션,청소년관람불가,일반영화,TVING,False
796.0,디텍티브 나이트: 가면의 밤,에드워드 드레이크,,(주)엔케이컨텐츠,(주)디스테이션,2023-02-08,개봉영화,장편,미국,51,"13,000,596","1,515","3,795,400",389,범죄,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
799.0,프레데터: 죽음의 땅,댄 트라첸버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-11-05,개봉영화,장편,미국,953,"14,528,400","1,482","4,532,700",441,SF,15세이상관람가,일반영화,Disney Plus,False
801.0,도뷔시,,,(주)월드시네마,시네마 뉴원,2024-05-23,개봉영화,장편,우크라이나,9,"13,702,800","1,442","8,168,000",884,액션,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
802.0,"폴킴, 친애하는 당신께",,(주)아시아홈 엔터테인먼트,,씨지브이 아이스콘,2025-05-07,개봉영화,장편,한국,27,"28,578,500","1,429","21,999,500","1,100",다큐멘터리,전체관람가,일반영화,TVING,False
803.0,킬러들의 비행,,,(주)누리픽쳐스,(주)누리픽쳐스,2025-09-03,개봉영화,장편,미국,28,"12,887,800","1,426","6,609,600",618,액션,청소년관람불가,일반영화,"Watcha, TVING",False
807.0,북 오브 러브,,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2023-06-21,개봉영화,장편,미국,31,"12,448,198","1,356","8,295,899",914,멜로/로맨스,12세이상관람가,일반영화,"wavve, Watcha",False
809.0,바이크 라이더스,제프 니콜스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-09-25,개봉영화,장편,미국,19,"13,871,900","1,348","8,807,500",843,액션,15세이상관람가,일반영화,Amazon Prime Video,False
812.0,바람개비,이상훈,(주)오예스,,(주)디스테이션,2023-05-10,개봉영화,장편,한국,36,"11,959,927","1,284","8,596,500",919,액션,청소년관람불가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
813.0,팔로우드,앙트완 르,,(주)콘텐츠패밀리,(주)영화사오원,2023-03-22,개봉영화,장편,미국,51,"12,295,988","1,272","6,475,195",664,공포(호러),15세이상관람가,일반영화,"Netflix, wavve, Netflix Standard with Ads",True
815.0,루팡 3세 더 무비: 불사신의 혈족,코이케 타케시,,(주)씨제이이엔엠,(주)씨제이이엔엠,2026-02-27,개봉영화,장편,일본,29,"12,351,600","1,207","5,588,700",535,애니메이션,15세이상관람가,일반영화,TVING,False
818.0,부고니아,요르고스 란티모스,,,(주)씨제이이엔엠,2025-11-05,개봉영화,장편,미국,527,"12,641,000","1,171","11,721,700","1,076",스릴러,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
819.0,브릭레이어,레니 할린,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2025-05-28,개봉영화,장편,헝가리,31,"11,059,400","1,154","7,014,600",743,액션,15세이상관람가,일반영화,TVING,False
820.0,폭스 헌트,장립가,,(주)조이엔시네마,"(주)다자인소프트,(주)제이앤씨미디어그룹",2025-08-13,개봉영화,장편,홍콩,47,"10,855,200","1,148","6,000,600",590,범죄,15세이상관람가,일반영화,TVING,False
823.0,"미스터김, 영화관에 가다",김동호,"(주)타이거스튜디오,(주)사나이픽처스",,메가박스중앙(주) 플러스엠 엔터테인먼트,2026-02-19,개봉영화,장편,한국,17,"9,734,600","1,133","7,313,500",805,다큐멘터리,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
824.0,터커 & 데일 Vs 이블,일라이 크레이그,,(주)콘텐츠판다,(주)콘텐츠판다,2024-08-28,개봉영화,장편,미국,34,"9,688,094","1,133","4,834,299",556,코미디,청소년관람불가,일반영화,"Watcha, TVING",False
826.0,세이 예스 어게인,,,초코필름,(주)팝엔터테인먼트,2023-10-18,개봉영화,장편,대만,65,"8,255,400","1,118","4,167,550",583,멜로/로맨스,12세이상관람가,일반영화,"Watcha, TVING",False
830.0,프레이 포 더 데블,다니엘 스탬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2022-12-07,개봉영화,장편,미국,517,"10,675,000","1,068",0,0,미스터리,15세이상관람가,일반영화,"wavve, TVING",False
833.0,엽문의 시작,이입명,,(주)제이앤씨미디어그룹,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-06-23,개봉영화,장편,중국,48,"11,192,000","1,030","399,500",37,액션,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
834.0,극장판 노래하는☆왕자님♪ 타부 나이트 XXXX,,,(주)애니플러스,(주)애니플러스,2025-11-12,개봉영화,장편,일본,68,"10,001,200","1,028","8,137,100",826,애니메이션,전체관람가,일반영화,Watcha,False
836.0,해피해피,이수성,㈜리필름,,시네마 뉴원,2025-05-29,개봉영화,장편,한국,14,"10,276,400","1,008","5,297,500",455,드라마,12세이상관람가,일반영화,"Watcha, TVING",False
839.0,올 더 네임즈 오브 갓,다니엘 칼파소로,,(주)올스타엔터테인먼트,"(주)이놀미디어,(주)플레이그램",2024-04-17,개봉영화,장편,헝가리,31,"8,290,400",940,"5,758,600",622,액션,12세이상관람가,일반영화,"wavve, Watcha, TVING",False
845.0,하루 또 하루,박용기,"(주)에이튠라이브,대호필름",,주식회사 블루필름웍스,2025-04-17,개봉영화,장편,한국,12,"8,234,200",893,"5,306,000",590,드라마,12세이상관람가,일반영화,Watcha,False
852.0,킬러의 레스토랑,잭 골든,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2023-08-17,개봉영화,장편,미국,44,"5,535,000",825,"1,975,000",236,액션,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
855.0,사랑가 사랑을 더하다,이한열,,,(주)피터팬픽쳐스,2025-10-23,개봉영화,장편,한국,7,"7,459,800",817,"3,358,000",373,드라마,15세이상관람가,일반영화,Watcha,False
856.0,우타다 히카루 사이언스 픽션 투어 2024,,,,씨제이 씨지브이(CJ CGV)(주),2026-01-07,개봉영화,장편,일본,15,"17,754,000",807,"12,848,000",584,공연,전체관람가,일반영화,Amazon Prime Video,False
857.0,당신이 영화를 그만두면 안 되는 30가지 이유: 3막 Impact Zone 폭발,,"한국예술종합학교,(주)아토",,(주)씨제이이엔엠,2026-01-28,개봉영화,옴니버스,한국,19,"2,813,000",799,"2,291,000",625,드라마,15세이상관람가,일반영화,"Watcha, TVING",False
858.0,더 리프: 언더 워터,앤드류 트라우키,,(주)올스타엔터테인먼트,(주)이놀미디어,2023-09-20,개봉영화,장편,호주,33,"7,301,223",798,"4,398,628",450,스릴러,15세이상관람가,일반영화,wavve,False
863.0,마인드케이지,마우로 보렐리,,(주)누리픽쳐스,(주)누리픽쳐스,2023-05-31,개봉영화,장편,미국,50,"4,694,000",774,"1,000,000",160,범죄,15세이상관람가,일반영화,"Watcha, TVING",False
864.0,데시벨,황인호,"이스트드림시노펙스(주),(주)기억속의매미",,(주)마인드마크,2022-11-16,개봉영화,장편,한국,"1,152","6,463,000",772,"4,556,000",506,액션,12세이상관람가,일반영화,wavve,False
865.0,하이재킹: 메이데이,함 트란,,,(주)디스테이션,2026-03-18,개봉영화,장편,베트남,17,"9,391,500",768,"2,810,100",223,액션,15세이상관람가,일반영화,"Watcha, TVING",False
868.0,더 메뉴,마크 미로드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-12-07,개봉영화,장편,미국,177,"8,706,000",749,"8,706,000",749,스릴러,15세이상관람가,일반영화,Disney Plus,False
869.0,하이퍼 프로젝션 연극 하이큐!!,,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-01-24,개봉영화,장편,일본,1,"7,882,900",740,"7,127,400",668,공연,12세이상관람가,일반영화,Watcha,False
874.0,더 라이언: 사막의 생존자들,무쿤다 마이클 드윌,,주식회사 로아앤코홀딩스,주식회사 로아앤코홀딩스,2024-08-22,개봉영화,장편,미국,20,"4,080,000",680,0,0,액션,15세이상관람가,일반영화,"wavve, Watcha",False
879.0,기예르모 델토로의 피노키오,기예르모 델 토로,,,씨제이 씨지브이(CJ CGV)(주),2022-11-23,개봉영화,장편,미국,57,"6,478,000",639,"4,625,500",457,애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
880.0,프리 폴,올레흐 우라자이킨,,,(주)스튜디오디에이치엘,2025-05-21,개봉영화,장편,러시아,44,"4,361,500",625,"859,500",104,SF,전체관람가,일반영화,"Watcha, TVING",False
882.0,극장판 겁쟁이 페달,미키 코이치로,,(주)미디어캐슬,(주)미디어캐슬,2023-02-01,개봉영화,장편,일본,5,"4,552,297",608,"3,280,498",434,드라마,전체관람가,일반영화,"wavve, TVING",False
883.0,당신이 영화를 그만두면 안 되는 30가지 이유,,"한국예술종합학교,(주)아토",,(주)씨제이이엔엠,2026-02-04,개봉영화,옴니버스,한국,18,"5,057,000",606,"3,345,000",392,드라마,15세이상관람가,일반영화,"Watcha, TVING",False
884.0,너의 시선이 머무는 곳에,황다슬,"(주)더블유스토리,주식회사 에너제딕컴퍼니",,씨제이 씨지브이(CJ CGV)(주),2023-09-06,개봉영화,장편,한국,14,"8,877,000",592,"7,182,000",479,드라마,12세이상관람가,일반영화,Watcha,False
886.0,하이퍼 프로젝션 연극 하이큐!! 승자와 패자,,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-02-07,개봉영화,장편,일본,1,"6,255,100",583,"5,646,800",528,공연,12세이상관람가,일반영화,Watcha,False
888.0,퀸메리호: 저주받은 항해,개리 쇼어,,그린나래미디어(주),그린나래미디어(주),2025-06-13,개봉영화,장편,미국,37,"4,373,200",571,"1,088,100",114,미스터리,15세이상관람가,일반영화,"Watcha, TVING",False
891.0,애프터매스: 브릿지,패트릭 루지어,,주식회사 풍경소리,와이드 릴리즈(주),2025-09-25,개봉영화,장편,미국,22,"4,361,300",551,"563,000",63,액션,15세이상관람가,일반영화,TVING,False
895.0,하이퍼 프로젝션 연극 하이큐!! 최강의 팀,키노시타 워리,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-02-21,개봉영화,장편,일본,1,"5,972,400",543,"5,476,700",495,공연,12세이상관람가,일반영화,Watcha,False
896.0,제시는 그때 스무살이었다,한명구,주식회사 시네마서울,,시네마 뉴원,2023-12-14,개봉영화,장편,한국,2,"5,753,000",539,"5,753,000",539,드라마,청소년관람불가,일반영화,"wavve, Watcha, TVING",False
897.0,하이퍼 프로젝션 연극 하이큐!! 쓰레기장의 결전,키노시타 워리,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-02-28,개봉영화,장편,일본,1,"5,790,800",536,"5,314,300",493,공연,12세이상관람가,일반영화,Watcha,False
901.0,무티: 주술살인,조지 갈로,,주식회사 제이씨엔터웍스,주식회사 제이씨엔터웍스,2024-01-17,개봉영화,장편,미국,40,"4,668,417",505,"185,500",21,범죄,15세이상관람가,일반영화,"wavve, Watcha",False
904.0,애프터: 유혹의 끝,캐스틸 랜던,,,스튜디오 에이드,2024-02-21,개봉영화,장편,미국,46,"3,856,100",485,"725,500",104,멜로/로맨스,15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
906.0,람보르기니: 전설이 된 남자,바비 모레스코,,(주)누리픽쳐스,(주)누리픽쳐스,2023-08-23,개봉영화,장편,이탈리아,5,"3,468,000",468,"1,308,000",108,드라마,12세이상관람가,일반영화,"wavve, Watcha, TVING",False
907.0,브레이브 온 파이어,"피터 파시넬리,닉 라이온",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2024-04-17,개봉영화,장편,미국,38,"3,669,178",466,"758,139",90,액션,12세이상관람가,일반영화,"Watcha, TVING",False
908.0,검은뱀,박도환,케이스타,,(주)이놀미디어,2025-10-29,개봉영화,장편,한국,16,"4,105,200",456,"1,990,300",208,액션,청소년관람불가,일반영화,"Watcha, TVING",False
909.0,극장판 블리치 : 메모리즈 오브 노바디,아베 노리유키,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-05-02,개봉영화,장편,일본,1,"3,532,500",446,"3,532,500",446,애니메이션,12세이상관람가,일반영화,"wavve, Watcha, TVING",False
911.0,압꾸정,임진순,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,(주)쇼박스,2022-11-30,개봉영화,장편,한국,"1,229","4,421,000",442,0,0,코미디,12세이상관람가,일반영화,"wavve, Watcha, TVING",False
914.0,브리드,,,주식회사 풍경소리,주식회사 풍경소리,2024-12-12,개봉영화,장편,미국,23,"2,209,000",379,"100,000",20,SF,15세이상관람가,일반영화,Watcha,False
920.0,오빠 남진 라이브 콘서트,정인성,(주)바보들,,(주)스튜디오디에이치엘,2024-11-13,개봉영화,장편,한국,11,"2,578,000",329,"449,000",49,공연,전체관람가,일반영화,"wavve, Watcha, TVING",False
921.0,리벤지 나이트,에드워드 드레이크,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2023-09-13,개봉영화,장편,미국,26,"2,756,900",316,"1,359,000",151,액션,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
923.0,극장판 나와 로보코,다이치 아키타로,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-11-26,개봉영화,장편,일본,74,"3,068,700",307,"1,757,700",169,애니메이션,12세이상관람가,일반영화,TVING,False
924.0,손,최윤호,(주)알투디투스튜디오,,(주)이놀미디어,2023-06-21,개봉영화,장편,한국,10,"2,984,055",305,"2,209,827",221,공포(호러),15세이상관람가,일반영화,"wavve, TVING",False
925.0,거너,디미트리 로고데티스,,주식회사 풍경소리,주식회사 풍경소리,2025-04-10,개봉영화,장편,미국,20,"1,746,000",301,"100,000",20,액션,15세이상관람가,일반영화,Watcha,False
926.0,벙커 게임,로베르토 자짜라,,,스튜디오 에이드,2024-03-06,개봉영화,장편,이탈리아,19,"2,944,300",301,"813,600",78,공포(호러),15세이상관람가,일반영화,"Watcha, TVING",False
927.0,아머: 현금수송차,,,주식회사 풍경소리,주식회사 풍경소리,2025-03-27,개봉영화,장편,미국,20,"1,746,000",301,"100,000",20,범죄,15세이상관람가,일반영화,TVING,False
928.0,보디가드: 여전사,,,주식회사 풍경소리,주식회사 풍경소리,2025-10-01,개봉영화,장편,중국,20,"1,780,000",297,"100,000",20,액션,15세이상관람가,일반영화,"Watcha, TVING",False
930.0,머더 컴퍼니: 살인 중대,셰인 댁스 테일러,,주식회사 풍경소리,주식회사 풍경소리,2025-02-06,개봉영화,장편,미국,20,"1,628,000",283,"100,000",20,전쟁,15세이상관람가,일반영화,Watcha,False
938.0,에이전트 레컨,,,주식회사 풍경소리,주식회사 풍경소리,2025-01-17,개봉영화,장편,미국,20,"1,520,000",265,"100,000",20,SF,15세이상관람가,일반영화,"Watcha, TVING",False
940.0,스트레인지 월드,"돈 홀,퀴 응우옌",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-11-23,개봉영화,장편,미국,699,"2,587,000",259,0,0,애니메이션,전체관람가,일반영화,Disney Plus,False
942.0,1967 그리즐리 어택,,,(주)키노라이츠,(주)키노라이츠,2026-02-26,개봉영화,장편,미국,20,"1,748,000",241,0,0,액션,15세이상관람가,일반영화,"Watcha, TVING",False
946.0,이스터 선데이,제이 챈드라세카,,(주)씨제이이엔엠,씨제이 씨지브이(CJ CGV)(주),2022-12-28,개봉영화,장편,미국,28,"2,022,200",221,"1,282,700",143,코미디,12세이상관람가,일반영화,"Watcha, TVING",False
947.0,사랑은 빛,코바야시 케이이치,,(주)미디어캐슬,(주)미디어캐슬,2024-04-16,개봉영화,장편,일본,5,"1,534,700",220,"496,000",62,멜로/로맨스,12세이상관람가,일반영화,"wavve, Watcha",False
948.0,핑크퐁 원더스타 특별편: 호기와 도둑자동차,,더핑크퐁컴퍼니(주),,더핑크퐁컴퍼니(주),2024-07-18,개봉영화,장편,한국,1,"1,491,500",220,0,0,애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
949.0,사쿠라,야자키 히토시,,,(주)미디어캐슬,2023-04-01,개봉영화,장편,일본,4,"1,514,897",219,"1,074,298",151,드라마,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
950.0,극장판 블리치 : 페이드 투 블랙,아베 노리유키,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2025-06-06,개봉영화,장편,일본,1,"1,703,000",218,"1,703,000",218,애니메이션,12세이상관람가,일반영화,"wavve, TVING",False
953.0,할리우드 살인사건,,,(주)누리픽쳐스,(주)누리픽쳐스,2024-05-08,개봉영화,장편,영국,5,"1,296,000",216,0,0,액션,15세이상관람가,일반영화,"Watcha, FilmBox+, TVING",False
955.0,영화 xxx홀릭,니나가와 미카,,(주)미디어캐슬,(주)미디어캐슬,2024-08-16,개봉영화,장편,일본,4,"1,464,600",209,"831,800",117,판타지,12세이상관람가,일반영화,"wavve, Watcha",False
956.0,틴 솔저,,,주식회사 킨스튜디오,"주식회사 킨스튜디오,주식회사 블루필름웍스",2025-08-06,개봉영화,장편,미국,18,"1,297,600",209,0,0,액션,15세이상관람가,일반영화,"Watcha, TVING",False
957.0,카니펙스: 죽음의 숲,,,(주)누리픽쳐스,(주)누리픽쳐스,2024-04-03,개봉영화,장편,호주,5,"1,248,000",208,0,0,공포(호러),15세이상관람가,일반영화,Watcha,False
960.0,분노의 총잡이,,,(주)누리픽쳐스,(주)누리픽쳐스,2026-01-29,개봉영화,장편,미국,20,"1,272,000",203,0,0,액션,15세이상관람가,일반영화,"Watcha, TVING",False
966.0,블랙 팬서: 와칸다 포에버,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-11-09,개봉영화,장편,미국,"2,571","1,896,099",190,"168,099",17,액션,12세이상관람가,일반영화,Disney Plus,False
967.0,사랑하는 기생충,카키모토 켄사쿠,,(주)미디어캐슬,(주)미디어캐슬,2024-01-16,개봉영화,장편,일본,7,"1,294,673",190,"208,000",26,드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
971.0,화이트 아웃,,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2025-10-16,개봉영화,장편,미국,19,"1,137,000",172,0,0,액션,청소년관람불가,일반영화,TVING,False
973.0,룸 203,벤 재거,,씨네라인월드(주),씨네라인월드(주),2023-06-28,개봉영화,장편,일본,21,"1,653,550",164,"412,700",43,공포(호러),15세이상관람가,일반영화,Watcha,False
974.0,킹 VS. 머신킹,,,,(주)제이앤씨미디어그룹,2024-02-15,개봉영화,장편,미국,10,"781,000",163,0,0,액션,12세이상관람가,일반영화,"wavve, Watcha",False
982.0,퀵샌드,,,,스튜디오 에이드,2023-11-01,개봉영화,장편,미국,23,"1,256,750",140,"22,500",3,스릴러,12세이상관람가,일반영화,"wavve, Watcha, TVING",False
983.0,봉우야,고학,주식회사 씨엠닉스,,주식회사 씨엠닉스,2025-02-25,개봉영화,장편,한국,1,"952,000",135,0,0,범죄,15세이상관람가,일반영화,Watcha,False
985.0,톤비,제제 다카히사,,(주)미디어캐슬,(주)미디어캐슬,2024-10-01,개봉영화,장편,일본,4,"909,000",132,"382,000",51,드라마,12세이상관람가,일반영화,"wavve, Watcha",False
988.0,뱅: 킬러 리턴즈,위치 카오새야난다,,주식회사 풍경소리,주식회사 풍경소리,2026-04-09,개봉영화,장편,미국,20,"867,000",113,0,0,액션,15세이상관람가,일반영화,TVING,False
989.0,클라이밍: 더 사운드,,,,주식회사 풍경소리,2026-01-22,개봉영화,장편,미국,20,"867,000",113,0,0,스릴러,15세이상관람가,일반영화,TVING,False
990.0,제이 켈리,노아 바움백,,,씨제이 씨지브이(CJ CGV)(주),2025-11-19,개봉영화,장편,미국,35,"884,000",105,"572,000",56,드라마,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
991.0,디데이 24시간,,,,주식회사 풍경소리,2026-02-26,개봉영화,장편,미국,20,"807,000",103,0,0,전쟁,15세이상관람가,일반영화,TVING,False
993.0,아마존: 더 비기닝,,,(주)누리픽쳐스,(주)누리픽쳐스,2024-01-11,개봉영화,장편,미국,5,"606,000",101,0,0,드라마,12세이상관람가,일반영화,Watcha,False
995.0,뺑소니: 최고로 최악의 날,미즈타니 유타카,,(주)미디어캐슬,(주)미디어캐슬,2024-06-16,개봉영화,장편,일본,6,"667,300",100,"237,500",37,드라마,15세이상관람가,일반영화,"wavve, Watcha",False
997.0,아스테릭스: 더 미들 킹덤,기욤 까네,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2024-08-28,개봉영화,장편,프랑스,24,"852,500",97,"63,000",7,코미디,전체관람가,일반영화,"wavve, Watcha",False
999.0,식운,테라카도 지몬,,(주)미디어캐슬,(주)미디어캐슬,2023-09-01,개봉영화,장편,일본,5,"588,160",90,0,0,드라마,전체관람가,일반영화,"wavve, Watcha",False
1000.0,로스트 호라이즌,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2026-02-13,개봉영화,장편,남아프리카공화국,20,"1,089,000",87,0,0,액션,15세이상관람가,일반영화,"Watcha, TVING",False
